row_num,timestamp,date,time_utc,temp_dht,temp_ds18,temp_delta,humidity,soil_moisture,co2,light_intensity,heat_index,vpd_kpa,fan_state,pump_state,sensor_source,ds_status
5796,1782589304.635,2026-06-27,19:41:44,29.74,29.83,0.09,17.73,21.44,154.9,250.9,27.98,3.439,ON,ON,simulator,ok
5797,1782589309.634,2026-06-27,19:41:49,30.0,30.6,0.6,18.33,25.3,166.7,474.7,28.19,3.465,ON,ON,simulator,ok
5798,1782589314.638,2026-06-27,19:41:54,30.27,30.63,0.36,15.6,23.74,155.4,548.1,28.36,3.637,ON,OFF,simulator,ok
5799,1782589319.639,2026-06-27,19:41:59,30.18,29.76,0.42,17.9,20.08,171.7,0.0,28.33,3.52,ON,ON,simulator,ok
5800,1782589324.640,2026-06-27,19:42:04,29.88,29.46,0.42,17.64,20.44,178.1,591.9,28.08,3.471,ON,ON,simulator,ok
5801,1782589329.642,2026-06-27,19:42:09,29.73,29.67,0.06,16.86,21.37,167.0,435.9,27.95,3.473,ON,ON,simulator,ok
5802,1782589334.642,2026-06-27,19:42:14,29.66,29.02,0.64,17.54,24.14,147.0,975.2,27.91,3.431,ON,ON,simulator,ok
5803,1782589339.643,2026-06-27,19:42:19,29.39,29.56,0.17,19.36,24.06,158.5,510.8,27.74,3.304,ON,ON,simulator,ok
5804,1782589344.643,2026-06-27,19:42:24,29.42,29.13,0.29,16.6,21.94,162.1,599.5,27.71,3.423,ON,ON,simulator,ok
5805,1782589349.643,2026-06-27,19:42:29,29.49,29.16,0.33,21.34,19.96,169.1,353.0,27.87,3.241,ON,ON,simulator,ok
5806,1782589354.648,2026-06-27,19:42:34,29.24,30.27,1.03,16.76,21.89,179.0,719.8,27.57,3.381,OFF,ON,simulator,ok
5807,1782589359.647,2026-06-27,19:42:39,29.33,28.61,0.72,17.08,23.97,166.8,369.3,27.65,3.385,ON,ON,simulator,ok
5808,1782589364.658,2026-06-27,19:42:44,29.01,28.74,0.27,14.99,24.63,142.0,279.6,27.38,3.407,ON,ON,simulator,ok
5809,1782589369.649,2026-06-27,19:42:49,29.83,29.1,0.73,15.8,27.09,151.4,599.5,28.02,3.538,ON,ON,simulator,ok
5810,1782589374.649,2026-06-27,19:42:54,30.02,29.97,0.05,15.67,20.82,160.1,265.0,28.16,3.582,ON,OFF,simulator,ok
5811,1782589379.651,2026-06-27,19:42:59,30.2,30.18,0.02,14.02,21.4,161.8,793.5,28.29,3.69,ON,ON,simulator,ok
5812,1782589384.654,2026-06-27,19:43:04,29.41,29.3,0.11,15.12,23.04,169.7,733.4,27.68,3.481,ON,ON,simulator,ok
5813,1782589389.656,2026-06-27,19:43:09,29.62,29.53,0.09,17.22,23.99,168.3,142.3,27.87,3.437,ON,ON,simulator,ok
5814,1782589394.657,2026-06-27,19:43:14,29.54,29.04,0.5,15.1,21.87,167.6,390.4,27.78,3.508,ON,ON,simulator,ok
5815,1782589399.660,2026-06-27,19:43:19,29.22,29.34,0.12,18.04,21.98,174.7,467.5,27.58,3.325,ON,ON,simulator,ok
5816,1782589404.658,2026-06-27,19:43:24,29.6,29.83,0.23,19.45,26.06,145.7,269.1,27.91,3.34,ON,ON,simulator,ok
5817,1782589409.661,2026-06-27,19:43:29,29.35,28.8,0.55,17.29,19.77,159.4,696.7,27.67,3.381,ON,OFF,simulator,ok
5818,1782589414.661,2026-06-27,19:43:34,29.83,29.83,0.0,19.93,22.74,164.1,537.7,28.1,3.364,ON,ON,simulator,ok
5819,1782589419.666,2026-06-27,19:43:39,29.79,30.41,0.62,17.83,23.89,170.2,430.6,28.02,3.445,ON,ON,simulator,ok
5820,1782589424.668,2026-06-27,19:43:44,29.7,29.35,0.35,15.63,21.59,167.7,469.2,27.91,3.519,ON,ON,simulator,ok
5821,1782589429.665,2026-06-27,19:43:49,28.54,28.45,0.09,15.53,23.97,162.1,448.2,27.04,3.295,ON,ON,simulator,ok
5822,1782589434.666,2026-06-27,19:43:54,29.47,29.37,0.1,16.81,29.31,151.5,318.6,27.75,3.424,ON,ON,simulator,ok
5823,1782589439.668,2026-06-27,19:43:59,29.72,30.1,0.38,17.49,22.57,172.5,825.4,27.96,3.445,ON,OFF,simulator,ok
5824,1782589444.668,2026-06-27,19:44:04,30.4,30.32,0.08,16.8,24.89,164.9,479.4,28.48,3.612,ON,ON,simulator,ok
5825,1782589449.670,2026-06-27,19:44:09,29.57,29.65,0.08,15.29,19.86,179.6,559.4,27.81,3.507,ON,ON,simulator,ok
5826,1782589454.670,2026-06-27,19:44:14,29.25,28.76,0.49,17.41,22.58,183.3,648.0,27.59,3.356,ON,ON,simulator,ok
5827,1782589459.673,2026-06-27,19:44:19,29.54,29.68,0.14,17.67,24.5,166.8,489.3,27.82,3.402,ON,ON,simulator,ok
5828,1782589464.673,2026-06-27,19:44:24,29.61,30.07,0.46,16.67,19.93,153.8,395.2,27.86,3.457,ON,ON,simulator,ok
5829,1782589469.674,2026-06-27,19:44:29,30.05,29.99,0.06,18.12,23.13,160.7,750.6,28.23,3.484,ON,ON,simulator,ok
5830,1782589474.676,2026-06-27,19:44:34,29.8,30.1,0.3,17.44,20.65,184.7,585.3,28.02,3.463,ON,ON,simulator,ok
5831,1782589479.677,2026-06-27,19:44:39,30.46,30.19,0.27,16.4,25.84,158.3,729.8,28.53,3.642,ON,ON,simulator,ok
5832,1782589484.676,2026-06-27,19:44:44,29.41,29.98,0.57,17.13,23.64,170.4,652.5,27.71,3.399,ON,OFF,simulator,ok
5833,1782589489.676,2026-06-27,19:44:49,29.9,29.63,0.27,20.37,25.21,188.4,416.0,28.17,3.359,ON,ON,simulator,ok
5834,1782589494.678,2026-06-27,19:44:54,30.77,30.63,0.14,21.54,21.45,175.9,630.5,28.94,3.479,OFF,OFF,simulator,ok
5835,1782589499.679,2026-06-27,19:44:59,30.27,30.2,0.07,18.75,25.62,142.4,402.3,28.42,3.501,OFF,ON,simulator,ok
5836,1782589504.680,2026-06-27,19:45:04,29.72,28.83,0.89,16.23,25.4,159.9,716.3,27.94,3.498,ON,OFF,simulator,ok
5837,1782589509.679,2026-06-27,19:45:09,30.73,30.98,0.25,17.95,26.76,160.3,449.7,28.78,3.63,ON,OFF,simulator,ok
5838,1782589514.681,2026-06-27,19:45:14,30.18,31.13,0.95,15.71,23.83,198.4,436.6,28.29,3.614,ON,OFF,simulator,ok
5839,1782589519.683,2026-06-27,19:45:19,29.2,29.62,0.42,18.51,24.99,172.9,554.2,27.58,3.302,ON,ON,simulator,ok
5840,1782589524.681,2026-06-27,19:45:24,30.48,30.14,0.34,18.88,27.01,158.5,681.7,28.6,3.538,ON,ON,simulator,ok
5841,1782589529.682,2026-06-27,19:45:29,30.07,29.7,0.37,17.89,20.9,175.2,589.9,28.24,3.498,ON,OFF,simulator,ok
5842,1782589534.685,2026-06-27,19:45:34,29.32,29.15,0.17,17.92,24.01,186.7,623.7,27.66,3.349,ON,ON,simulator,ok
5843,1782589539.687,2026-06-27,19:45:39,30.15,30.68,0.53,17.53,23.48,170.4,672.1,28.3,3.529,ON,ON,simulator,ok
5844,1782589544.690,2026-06-27,19:45:44,29.54,29.24,0.3,17.4,23.91,155.2,565.0,27.81,3.413,ON,ON,simulator,ok
5845,1782589549.697,2026-06-27,19:45:49,29.44,29.6,0.16,17.11,24.59,167.5,712.1,27.73,3.406,ON,ON,simulator,ok
5846,1782589554.691,2026-06-27,19:45:54,29.88,29.94,0.06,16.09,25.76,160.8,426.4,28.06,3.536,ON,ON,simulator,ok
5847,1782589559.691,2026-06-27,19:45:59,31.11,31.0,0.11,17.54,24.06,173.9,283.7,29.09,3.728,ON,OFF,simulator,ok
5848,1782589564.692,2026-06-27,19:46:04,30.59,30.41,0.18,17.31,24.9,153.6,624.3,28.65,3.629,ON,ON,simulator,ok
5849,1782589569.693,2026-06-27,19:46:09,29.77,29.2,0.57,17.22,24.24,174.0,471.9,27.99,3.466,ON,ON,simulator,ok
5850,1782589574.694,2026-06-27,19:46:14,29.74,29.26,0.48,15.73,25.6,158.8,631.5,27.94,3.523,ON,ON,simulator,ok
5851,1782589579.696,2026-06-27,19:46:19,29.51,29.84,0.33,18.69,24.02,179.4,821.5,27.82,3.354,ON,OFF,simulator,ok
5852,1782589584.700,2026-06-27,19:46:24,29.84,30.39,0.55,16.66,24.31,180.7,494.4,28.04,3.504,ON,ON,simulator,ok
5853,1782589589.702,2026-06-27,19:46:29,29.71,29.34,0.37,17.59,25.62,178.1,619.7,27.95,3.439,ON,ON,simulator,ok
5854,1782589594.702,2026-06-27,19:46:34,29.12,29.63,0.51,18.85,24.84,187.8,756.0,27.52,3.273,ON,OFF,simulator,ok
5855,1782589599.702,2026-06-27,19:46:39,29.91,29.2,0.71,16.89,22.41,176.9,546.7,28.09,3.508,ON,ON,simulator,ok
5856,1782589604.703,2026-06-27,19:46:44,29.24,29.21,0.03,16.21,24.17,163.6,522.0,27.57,3.403,ON,ON,simulator,ok
5857,1782589609.706,2026-06-27,19:46:49,29.93,30.46,0.53,19.17,22.3,170.8,407.2,28.16,3.416,ON,ON,simulator,ok
5858,1782589614.708,2026-06-27,19:46:54,29.76,29.96,0.2,18.22,23.04,169.6,494.5,28.0,3.422,ON,ON,simulator,ok
5859,1782589619.709,2026-06-27,19:46:59,29.95,30.07,0.12,14.64,23.75,146.4,564.8,28.1,3.612,ON,ON,simulator,ok
5860,1782589624.713,2026-06-27,19:47:04,29.83,28.88,0.95,17.0,22.4,177.9,776.7,28.03,3.488,ON,ON,simulator,ok
5861,1782589629.711,2026-06-27,19:47:09,29.6,29.42,0.18,15.7,26.42,190.4,312.0,27.84,3.496,ON,ON,simulator,ok
5862,1782589634.715,2026-06-27,19:47:14,29.29,28.73,0.56,16.5,26.69,166.2,699.8,27.61,3.401,ON,OFF,simulator,ok
5863,1782589639.714,2026-06-27,19:47:19,29.46,29.02,0.44,17.43,20.38,175.8,489.0,27.75,3.396,ON,OFF,simulator,ok
5864,1782589644.716,2026-06-27,19:47:24,29.4,29.33,0.07,17.05,18.1,181.2,659.9,27.7,3.4,ON,ON,simulator,ok
5865,1782589649.718,2026-06-27,19:47:29,29.69,29.52,0.17,18.25,23.48,170.7,471.2,27.95,3.408,ON,ON,simulator,ok
5866,1782589654.723,2026-06-27,19:47:34,29.88,29.85,0.03,16.76,24.83,152.1,550.2,28.07,3.508,ON,ON,simulator,ok
5867,1782589659.722,2026-06-27,19:47:39,29.49,29.8,0.31,18.61,19.12,146.4,802.0,27.8,3.354,ON,ON,simulator,ok
5868,1782589664.718,2026-06-27,19:47:44,29.07,29.52,0.45,19.61,24.92,178.9,588.0,27.5,3.233,ON,ON,simulator,ok
5869,1782589669.719,2026-06-27,19:47:49,29.74,29.26,0.48,14.7,24.1,153.0,887.2,27.93,3.566,ON,ON,simulator,ok
5870,1782589674.723,2026-06-27,19:47:54,29.65,28.93,0.72,17.25,22.78,175.1,538.8,27.9,3.441,ON,ON,simulator,ok
5871,1782589679.725,2026-06-27,19:47:59,29.7,30.15,0.45,18.56,21.5,183.9,678.2,27.96,3.397,ON,ON,simulator,ok
5872,1782589684.724,2026-06-27,19:48:04,29.7,29.61,0.09,18.01,26.08,162.9,474.2,27.95,3.419,ON,ON,simulator,ok
5873,1782589689.725,2026-06-27,19:48:09,29.93,29.87,0.06,18.33,23.61,169.0,654.3,28.14,3.451,ON,OFF,simulator,ok
5874,1782589694.728,2026-06-27,19:48:14,29.62,28.93,0.69,13.72,22.49,178.5,586.5,27.84,3.582,ON,ON,simulator,ok
5875,1782589699.729,2026-06-27,19:48:19,29.72,29.55,0.17,20.81,21.11,166.9,967.2,28.04,3.306,ON,ON,simulator,ok
5876,1782589704.729,2026-06-27,19:48:24,29.68,29.69,0.01,15.34,20.31,165.3,617.2,27.89,3.527,OFF,ON,simulator,ok
5877,1782589709.730,2026-06-27,19:48:29,29.85,29.46,0.39,18.43,24.97,172.5,569.3,28.08,3.431,ON,ON,simulator,ok
5878,1782589714.734,2026-06-27,19:48:34,30.26,30.27,0.01,18.25,24.71,175.5,402.6,28.4,3.521,ON,ON,simulator,ok
5879,1782589719.736,2026-06-27,19:48:39,30.01,29.21,0.8,16.13,23.98,149.2,556.6,28.16,3.561,ON,ON,simulator,ok
5880,1782589724.739,2026-06-27,19:48:44,29.55,29.52,0.03,19.41,25.93,165.6,251.4,27.87,3.332,ON,ON,simulator,ok
5881,1782589729.740,2026-06-27,19:48:49,29.85,29.76,0.09,17.77,21.06,172.5,618.6,28.06,3.459,ON,OFF,simulator,ok
5882,1782589734.742,2026-06-27,19:48:54,29.75,30.43,0.68,17.11,18.57,160.9,654.6,27.97,3.467,ON,ON,simulator,ok
5883,1782589739.741,2026-06-27,19:48:59,29.71,29.72,0.01,15.82,22.53,174.2,407.4,27.92,3.513,ON,ON,simulator,ok
5884,1782589744.743,2026-06-27,19:49:04,30.26,30.79,0.53,17.43,23.46,181.1,676.3,28.38,3.556,ON,ON,simulator,ok
5885,1782589749.747,2026-06-27,19:49:09,30.16,29.99,0.17,16.46,23.1,164.6,545.1,28.28,3.577,ON,ON,simulator,ok
5886,1782589754.747,2026-06-27,19:49:14,29.51,29.41,0.1,15.63,25.24,180.2,559.8,27.77,3.48,ON,ON,simulator,ok
5887,1782589759.744,2026-06-27,19:49:19,29.8,29.5,0.3,18.26,22.89,161.9,391.8,28.03,3.429,ON,OFF,simulator,ok
5888,1782589764.746,2026-06-27,19:49:24,30.51,31.2,0.69,18.85,24.23,195.6,1168.2,28.62,3.545,ON,ON,simulator,ok
5889,1782589769.753,2026-06-27,19:49:29,29.36,28.64,0.72,16.37,25.66,161.1,599.7,27.66,3.42,ON,ON,simulator,ok
5890,1782589774.750,2026-06-27,19:49:34,29.9,30.61,0.71,14.63,20.16,184.1,761.1,28.06,3.602,ON,OFF,simulator,ok
5891,1782589779.750,2026-06-27,19:49:39,29.23,28.98,0.25,17.72,24.4,154.3,501.6,27.58,3.34,ON,ON,simulator,ok
5892,1782589784.753,2026-06-27,19:49:44,29.76,29.83,0.07,16.97,22.45,189.8,714.7,27.98,3.475,ON,ON,simulator,ok
5893,1782589789.752,2026-06-27,19:49:49,29.97,30.25,0.28,19.26,19.5,164.1,340.7,28.19,3.42,ON,ON,simulator,ok
5894,1782589794.754,2026-06-27,19:49:54,29.67,29.8,0.13,18.77,21.69,161.9,706.3,27.94,3.382,ON,ON,simulator,ok
5895,1782589799.755,2026-06-27,19:49:59,29.44,29.57,0.13,16.66,18.54,191.1,309.8,27.73,3.424,ON,ON,simulator,ok
5896,1782589804.754,2026-06-27,19:50:04,29.48,29.85,0.37,19.38,21.4,178.3,546.3,27.81,3.32,ON,ON,simulator,ok
5897,1782589809.760,2026-06-27,19:50:09,29.65,29.15,0.5,18.91,26.57,169.8,820.7,27.93,3.372,ON,ON,simulator,ok
5898,1782589814.761,2026-06-27,19:50:14,29.45,29.29,0.16,15.17,24.74,170.2,1024.7,27.72,3.487,ON,OFF,simulator,ok
5899,1782589819.763,2026-06-27,19:50:19,28.96,29.56,0.6,17.86,24.08,167.5,570.6,27.38,3.283,ON,ON,simulator,ok
5900,1782589824.764,2026-06-27,19:50:24,29.6,29.72,0.12,19.4,23.22,158.4,307.8,27.9,3.342,ON,ON,simulator,ok
5901,1782589829.765,2026-06-27,19:50:29,28.99,28.53,0.46,19.65,22.68,156.8,460.1,27.44,3.217,ON,ON,simulator,ok
5902,1782589834.769,2026-06-27,19:50:34,29.87,29.72,0.15,16.87,23.34,183.6,492.5,28.06,3.501,ON,ON,simulator,ok
5903,1782589839.769,2026-06-27,19:50:39,29.74,29.69,0.05,18.49,22.35,168.3,809.0,27.99,3.407,ON,ON,simulator,ok
5904,1782589844.769,2026-06-27,19:50:44,30.03,30.35,0.32,16.71,22.2,152.5,661.1,28.19,3.54,ON,ON,simulator,ok
5905,1782589849.775,2026-06-27,19:50:49,29.64,29.91,0.27,15.67,27.35,177.6,487.7,27.87,3.505,ON,ON,simulator,ok
5906,1782589854.780,2026-06-27,19:50:54,30.08,30.49,0.41,17.96,20.88,161.8,516.0,28.25,3.497,ON,OFF,simulator,ok
5907,1782589859.781,2026-06-27,19:50:59,29.26,28.41,0.85,19.95,21.55,166.6,678.2,27.66,3.255,ON,ON,simulator,ok
5908,1782589864.786,2026-06-27,19:51:04,29.35,29.74,0.39,18.81,24.52,162.8,547.6,27.7,3.319,ON,ON,simulator,ok
5909,1782589869.787,2026-06-27,19:51:09,29.29,29.36,0.07,17.47,24.66,190.8,319.3,27.62,3.362,ON,ON,simulator,ok
5910,1782589874.788,2026-06-27,19:51:14,29.99,30.37,0.38,17.3,22.69,158.5,411.0,28.16,3.507,ON,ON,simulator,ok
5911,1782589879.789,2026-06-27,19:51:19,29.93,29.64,0.29,16.47,20.63,188.7,421.5,28.1,3.53,ON,ON,simulator,ok
5912,1782589884.795,2026-06-27,19:51:24,29.76,29.84,0.08,17.24,22.59,183.3,224.1,27.98,3.464,ON,ON,simulator,ok
5913,1782589889.799,2026-06-27,19:51:29,30.03,29.76,0.27,14.55,22.86,171.1,415.5,28.16,3.632,ON,ON,simulator,ok
5914,1782589894.799,2026-06-27,19:51:34,29.86,30.19,0.33,14.52,20.53,203.9,719.0,28.03,3.598,ON,ON,simulator,ok
5915,1782589899.800,2026-06-27,19:51:39,29.66,30.11,0.45,17.2,24.76,183.5,585.2,27.9,3.445,ON,ON,simulator,ok
5916,1782589904.801,2026-06-27,19:51:44,29.91,29.3,0.61,16.9,21.95,169.7,629.7,28.09,3.508,ON,ON,simulator,ok
5917,1782589909.807,2026-06-27,19:51:49,30.13,29.82,0.31,17.56,23.09,153.6,887.4,28.28,3.524,ON,ON,simulator,ok
5918,1782589914.806,2026-06-27,19:51:54,29.71,29.83,0.12,15.08,24.88,162.9,680.7,27.91,3.544,ON,ON,simulator,ok
5919,1782589919.804,2026-06-27,19:51:59,29.59,29.68,0.09,17.48,20.34,187.2,546.3,27.85,3.42,ON,ON,simulator,ok
5920,1782589924.806,2026-06-27,19:52:04,30.08,29.86,0.22,18.23,21.81,159.4,566.4,28.26,3.486,ON,ON,simulator,ok
5921,1782589929.806,2026-06-27,19:52:09,30.01,30.28,0.27,18.59,20.19,161.7,691.7,28.21,3.456,ON,ON,simulator,ok
5922,1782589934.806,2026-06-27,19:52:14,29.68,29.6,0.08,19.26,21.91,166.7,396.7,27.96,3.363,ON,ON,simulator,ok
5923,1782589939.808,2026-06-27,19:52:19,30.36,30.27,0.09,20.01,22.97,181.6,659.7,28.53,3.465,ON,ON,simulator,ok
5924,1782589944.807,2026-06-27,19:52:24,29.87,30.12,0.25,17.55,21.58,177.9,836.3,28.07,3.472,ON,ON,simulator,ok
5925,1782589949.808,2026-06-27,19:52:29,29.73,29.5,0.23,17.65,25.1,180.2,687.5,27.97,3.44,ON,ON,simulator,ok
5926,1782589954.810,2026-06-27,19:52:34,29.46,29.78,0.32,17.06,25.6,172.1,649.7,27.75,3.412,ON,OFF,simulator,ok
5927,1782589959.811,2026-06-27,19:52:39,30.86,30.83,0.03,17.4,24.67,176.6,629.2,28.88,3.681,ON,OFF,simulator,ok
5928,1782589964.812,2026-06-27,19:52:44,29.43,29.13,0.3,16.21,25.99,151.1,792.4,27.71,3.441,ON,ON,simulator,ok
5929,1782589969.812,2026-06-27,19:52:49,29.65,29.48,0.17,19.05,26.4,193.3,817.5,27.93,3.366,ON,OFF,simulator,ok
5930,1782589974.815,2026-06-27,19:52:54,29.96,29.03,0.93,18.98,22.66,163.5,706.7,28.18,3.43,ON,OFF,simulator,ok
5931,1782589979.814,2026-06-27,19:52:59,29.69,29.69,0.0,19.51,25.36,175.9,671.0,27.98,3.355,ON,ON,simulator,ok
5932,1782589984.815,2026-06-27,19:53:04,30.09,29.64,0.45,16.48,27.39,169.2,590.3,28.23,3.562,ON,OFF,simulator,ok
5933,1782589989.816,2026-06-27,19:53:09,29.59,29.36,0.23,18.51,29.01,179.1,594.1,27.87,3.377,ON,OFF,simulator,ok
5934,1782589994.815,2026-06-27,19:53:14,29.5,29.65,0.15,16.03,20.98,178.8,911.1,27.76,3.462,ON,OFF,simulator,ok
5935,1782589999.817,2026-06-27,19:53:19,29.44,29.48,0.04,17.2,25.15,180.5,505.9,27.73,3.402,ON,ON,simulator,ok
5936,1782590004.819,2026-06-27,19:53:24,30.19,30.86,0.67,15.19,23.31,201.5,962.5,28.29,3.638,ON,OFF,simulator,ok
5937,1782590009.819,2026-06-27,19:53:29,29.95,30.3,0.35,16.67,25.48,171.3,747.7,28.12,3.526,ON,ON,simulator,ok
5938,1782590014.823,2026-06-27,19:53:34,29.51,28.6,0.91,16.16,25.38,167.6,768.8,27.77,3.459,ON,OFF,simulator,ok
5939,1782590019.824,2026-06-27,19:53:39,29.84,29.16,0.68,18.97,23.86,178.7,581.1,28.08,3.407,ON,OFF,simulator,ok
5940,1782590024.828,2026-06-27,19:53:44,29.74,30.13,0.39,18.41,21.49,181.2,887.1,27.99,3.411,ON,ON,simulator,ok
5941,1782590029.824,2026-06-27,19:53:49,29.36,28.85,0.51,16.67,23.17,164.1,917.0,27.66,3.408,ON,ON,simulator,ok
5942,1782590034.825,2026-06-27,19:53:54,29.19,28.98,0.21,19.32,23.0,180.7,690.3,27.59,3.267,ON,ON,simulator,ok
5943,1782590039.826,2026-06-27,19:53:59,29.91,29.41,0.5,18.48,19.01,168.3,635.0,28.13,3.441,ON,ON,simulator,ok
5944,1782590044.829,2026-06-27,19:54:04,29.66,29.88,0.22,17.8,23.9,182.3,559.3,27.91,3.42,ON,ON,simulator,ok
5945,1782590049.831,2026-06-27,19:54:09,29.66,29.0,0.66,18.13,21.86,167.0,512.5,27.92,3.407,ON,ON,simulator,ok
5946,1782590054.832,2026-06-27,19:54:14,29.16,29.35,0.19,18.32,21.42,188.4,755.0,27.54,3.302,ON,ON,simulator,ok
5947,1782590059.832,2026-06-27,19:54:19,29.95,29.62,0.33,19.47,25.67,171.6,652.9,28.18,3.407,ON,ON,simulator,ok
5948,1782590064.834,2026-06-27,19:54:24,30.75,30.56,0.19,18.51,24.39,176.5,755.2,28.81,3.609,ON,OFF,simulator,ok
5949,1782590069.834,2026-06-27,19:54:29,29.87,30.07,0.2,17.4,23.29,182.7,715.0,28.07,3.479,ON,ON,simulator,ok
5950,1782590074.835,2026-06-27,19:54:34,30.17,30.66,0.49,17.57,24.65,183.1,854.2,28.31,3.532,ON,ON,simulator,ok
5951,1782590079.838,2026-06-27,19:54:39,30.03,30.4,0.37,17.2,22.55,173.8,554.9,28.19,3.519,ON,ON,simulator,ok
5952,1782590084.842,2026-06-27,19:54:44,29.76,29.79,0.03,16.53,20.9,163.9,666.7,27.97,3.493,ON,ON,simulator,ok
5953,1782590089.843,2026-06-27,19:54:49,29.87,29.92,0.05,17.26,23.69,193.8,873.0,28.07,3.485,ON,ON,simulator,ok
5954,1782590094.846,2026-06-27,19:54:54,29.91,30.1,0.19,17.25,21.75,175.5,720.9,28.1,3.493,ON,ON,simulator,ok
5955,1782590099.847,2026-06-27,19:54:59,30.23,30.09,0.14,17.07,25.06,190.0,484.6,28.35,3.565,ON,ON,simulator,ok
5956,1782590104.846,2026-06-27,19:55:04,30.15,30.53,0.38,15.17,23.11,146.4,1050.8,28.26,3.63,ON,OFF,simulator,ok
5957,1782590109.848,2026-06-27,19:55:09,30.46,30.49,0.03,15.96,23.39,161.1,578.4,28.52,3.661,ON,ON,simulator,ok
5958,1782590114.850,2026-06-27,19:55:14,29.88,29.81,0.07,20.6,25.07,167.6,645.4,28.16,3.346,ON,ON,simulator,ok
5959,1782590119.851,2026-06-27,19:55:19,29.34,29.93,0.59,20.21,22.91,153.0,648.4,27.72,3.259,OFF,OFF,simulator,ok
5960,1782590124.851,2026-06-27,19:55:24,29.98,30.15,0.17,18.86,24.48,187.2,788.2,28.19,3.439,OFF,ON,simulator,ok
5961,1782590129.854,2026-06-27,19:55:29,29.76,29.65,0.11,17.5,23.0,160.9,983.7,27.99,3.453,ON,ON,simulator,ok
5962,1782590134.856,2026-06-27,19:55:34,29.52,29.27,0.25,17.64,24.71,176.9,791.8,27.8,3.4,ON,ON,simulator,ok
5963,1782590139.857,2026-06-27,19:55:39,29.72,29.52,0.2,17.73,22.18,185.3,498.1,27.96,3.435,ON,ON,simulator,ok
5964,1782590144.859,2026-06-27,19:55:44,29.18,29.66,0.48,17.76,21.34,176.3,668.0,27.55,3.329,ON,ON,simulator,ok
5965,1782590149.858,2026-06-27,19:55:49,29.6,30.06,0.46,18.53,25.0,180.1,633.0,27.88,3.378,ON,ON,simulator,ok
5966,1782590154.858,2026-06-27,19:55:54,29.74,29.52,0.22,17.5,21.58,140.8,540.9,27.97,3.449,ON,ON,simulator,ok
5967,1782590159.860,2026-06-27,19:55:59,30.41,29.81,0.6,19.09,22.53,179.7,354.8,28.55,3.515,ON,ON,simulator,ok
5968,1782590164.860,2026-06-27,19:56:04,30.41,30.41,0.0,17.96,22.17,156.3,1010.1,28.52,3.564,ON,ON,simulator,ok
5969,1782590169.863,2026-06-27,19:56:09,30.15,31.19,1.04,18.02,22.36,190.1,845.0,28.31,3.509,ON,ON,simulator,ok
5970,1782590174.861,2026-06-27,19:56:14,29.57,29.86,0.29,16.89,22.95,173.6,676.3,27.83,3.44,ON,ON,simulator,ok
5971,1782590179.861,2026-06-27,19:56:19,29.76,29.77,0.01,15.76,25.35,165.5,703.9,27.96,3.525,ON,ON,simulator,ok
5972,1782590184.863,2026-06-27,19:56:24,29.95,29.76,0.19,18.47,26.19,170.3,586.4,28.16,3.449,ON,OFF,simulator,ok
5973,1782590189.862,2026-06-27,19:56:29,29.69,29.32,0.37,15.46,23.81,180.0,589.3,27.9,3.524,ON,OFF,simulator,ok
5974,1782590194.864,2026-06-27,19:56:34,30.06,29.34,0.72,19.22,24.82,160.7,492.5,28.26,3.439,ON,ON,simulator,ok
5975,1782590199.864,2026-06-27,19:56:39,29.79,30.16,0.37,16.85,26.16,155.8,476.4,28.0,3.486,ON,ON,simulator,ok
5976,1782590204.866,2026-06-27,19:56:44,29.72,30.2,0.48,19.4,22.19,159.4,967.7,28.0,3.365,ON,OFF,simulator,ok
5977,1782590209.898,2026-06-27,19:56:49,30.23,30.69,0.46,16.03,23.84,185.8,551.5,28.33,3.61,ON,ON,simulator,ok
5978,1782590214.882,2026-06-27,19:56:54,30.49,30.59,0.1,21.17,24.26,187.3,635.1,28.69,3.44,ON,ON,simulator,ok
5979,1782590219.891,2026-06-27,19:56:59,29.88,29.71,0.17,18.25,22.09,158.2,581.8,28.1,3.445,OFF,ON,simulator,ok
5980,1782590224.894,2026-06-27,19:57:04,29.72,29.0,0.72,16.63,23.29,189.7,574.1,27.94,3.481,ON,ON,simulator,ok
5981,1782590229.893,2026-06-27,19:57:09,30.63,30.77,0.14,14.04,24.5,174.7,486.3,28.64,3.781,ON,ON,simulator,ok
5982,1782590234.894,2026-06-27,19:57:14,29.83,29.43,0.4,16.36,24.63,176.0,693.5,28.02,3.514,ON,ON,simulator,ok
5983,1782590239.894,2026-06-27,19:57:19,29.64,29.6,0.04,18.71,22.79,182.1,613.1,27.92,3.379,ON,ON,simulator,ok
5984,1782590244.897,2026-06-27,19:57:24,29.76,29.69,0.07,19.64,21.67,174.4,550.1,28.04,3.363,ON,ON,simulator,ok
5985,1782590249.896,2026-06-27,19:57:29,30.11,30.52,0.41,19.45,23.72,174.3,931.6,28.31,3.439,ON,ON,simulator,ok
5986,1782590254.899,2026-06-27,19:57:34,30.55,31.3,0.75,18.55,25.21,178.0,746.6,28.65,3.567,ON,ON,simulator,ok
5987,1782590259.903,2026-06-27,19:57:39,29.75,29.66,0.09,16.63,22.11,193.3,895.5,27.96,3.487,ON,OFF,simulator,ok
